date,score,bias,flash,vvix_lead,credit_divergence,sox_momentum_decel,tech_crash_day,vix_tech_correlation,sox_qqq_divergence,memory_momentum,tech_breadth
2006-06-30,37.58546862625018,NEUTRAL,False,4.939961151333105,0.0,0.0,16.527012525224855,0.0,36.63711963878269,83.5232636138893,58.00000000000001
2006-07-03,15.206232247455041,BULLISH,False,0.0,0.0,0.0,0.0,0.0,12.129322425001309,58.95471831519402,54.0
2006-07-05,45.0,CAUTIOUS,True,0.3869956401757024,0.0,0.0,100.0,80.88273360413388,40.08949909987874,82.56668633155756,84.0
2006-07-06,39.6,NEUTRAL,False,0.21818181818180626,0.0,60.0,3.493532283415831,72.98850574712642,31.751402821830478,11.907411301676884,88.0
2006-07-07,39.6,NEUTRAL,False,0.0,0.0,0.0,59.10010989413381,19.291698927312595,31.80032758644591,41.17594869638795,88.0
2006-07-10,45.0,CAUTIOUS,True,0.0,0.0,0.0,86.10190755808688,62.7526411716949,77.6801885599901,94.29488604747472,88.0
2006-07-11,39.6,NEUTRAL,False,0.0,0.0,0.0,0.0,0.0,25.121385468208913,16.878801594638283,88.0
2006-07-12,45.0,CAUTIOUS,True,0.0,0.0,0.0,100.0,45.53619879863662,18.907458096923126,64.34316104785827,88.0
2006-07-13,45.0,CAUTIOUS,True,0.0,0.0,0.0,83.94168665375346,100.0,19.276404201332966,83.082810317987,88.0
2006-07-14,45.0,CAUTIOUS,False,0.0,0.0,0.0,36.912246636412476,100.0,18.54800253814264,45.18407300622056,92.0
2006-07-17,45.0,CAUTIOUS,False,0.0,0.0,0.0,0.0,43.16962194433245,29.107758213511858,97.38971935737273,96.0
2006-07-18,45.0,CAUTIOUS,False,0.0,0.0,0.0,10.005844121345381,0.0,32.08662890449132,45.31235566570023,100.0
2006-07-19,45.0,CAUTIOUS,False,0.0,0.0,0.0,0.0,0.0,7.0106060050900805,8.906596334309736,100.0
2006-07-20,45.0,CAUTIOUS,True,0.0,0.0,0.0,97.89280329872415,0.0,17.55914253027706,21.110059173792273,100.0
2006-07-21,45.407648627189104,CAUTIOUS,True,0.0,0.0,0.0,100.0,100.0,51.852146232041505,35.55996781892393,100.0
2006-07-24,45.0,CAUTIOUS,False,32.23471923243055,0.0,0.0,0.0,0.0,70.18572850369081,37.058781124425984,100.0
2006-07-25,45.0,CAUTIOUS,False,1.3358152915418975,0.0,0.0,0.0,0.0,28.215414576115705,0.0,100.0
2006-07-26,45.0,CAUTIOUS,False,0.0,0.0,0.0,2.7317732099352288,0.0,24.4102364431803,0.0,100.0
2006-07-27,45.0,CAUTIOUS,False,5.834902430674438,0.0,0.0,24.19602362855022,0.0,9.286305473557022,0.0,100.0
2006-07-28,44.35836732970819,CAUTIOUS,False,0.5096664587858291,0.0,0.0,0.0,0.0,0.0,0.0,66.0
2006-07-31,45.0,CAUTIOUS,False,0.0,0.0,0.0,1.0850496718865124,0.0,0.0,0.0,62.0
2006-08-01,45.0,CAUTIOUS,False,0.0,0.0,70.0,70.80050329980931,67.5629380909495,0.0,0.0,92.0
2006-08-02,38.34541215576102,NEUTRAL,False,0.0,0.0,70.0,0.0,0.0,0.0,0.0,58.00000000000001
2006-08-03,11.931416116849968,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,1.5170294165732567,54.0
2006-08-04,14.841451087037983,BULLISH,False,0.0,0.0,53.42542903776515,29.249810772373763,0.0,0.0,0.0,50.0
2006-08-07,17.89520884330249,BULLISH,False,0.0,0.0,0.0,28.07495635181606,54.23864835255873,0.0,0.0,46.0
2006-08-08,34.2,NEUTRAL,False,0.0,0.0,0.0,20.883402675672123,62.83162210842799,0.0,16.84749962662453,76.0
2006-08-09,9.246732553983872,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,17.46839188360383,42.00000000000001
2006-08-10,6.839999999999997,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.999999999999986
2006-08-11,39.055307997830134,NEUTRAL,True,0.0,0.0,0.0,86.78957332851141,0.0,16.585523663928125,0.0,72.0
2006-08-14,8.246879940257248,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.00000000000001
2006-08-15,1.4399999999999993,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9999999999999964
2006-08-16,1.4399999999999993,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9999999999999964
2006-08-17,1.4399999999999993,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9999999999999964
2006-08-18,4.9399999999999995,BULLISH,False,0.0,0.0,70.0,0.0,0.0,0.0,0.0,7.9999999999999964
2006-08-21,12.931298230088917,BULLISH,False,0.0,0.0,70.0,66.01377980121698,12.806385234589435,0.0,7.308188624001266,7.9999999999999964
2006-08-22,16.008469450418687,BULLISH,False,40.0,0.0,70.0,5.740563156511799,46.8268512800674,0.0,37.365300647242215,4.0000000000000036
2006-08-23,6.097389876852626,BULLISH,False,0.0,0.0,0.0,26.91419480298362,0.0,6.892520005657987,44.069879923164066,4.0000000000000036
2006-08-24,2.641445814124433,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,38.428916282488636,4.0000000000000036
2006-08-25,0.22058627597184577,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,4.411725519436915,0.0
2006-08-28,0.0,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-29,0.0,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-30,0.0,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-31,6.985577317192277,BULLISH,False,0.0,0.0,70.0,34.85577317192276,0.0,0.0,0.0,0.0
2006-09-01,40.5,CAUTIOUS,False,0.0,0.0,90.0,30.327717238035625,0.0,0.0,0.0,0.0
2006-09-05,40.5,CAUTIOUS,False,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0
2006-09-06,45.0,CAUTIOUS,True,0.6105699256566011,0.0,0.0,100.0,76.23019443972419,0.0,42.46580979684773,0.0
2006-09-07,44.76840855106888,CAUTIOUS,False,13.530032378942769,0.0,0.0,16.238705332376746,99.48535233570863,0.0,23.61112076927072,0.0
2006-09-08,0.864197530864189,BULLISH,False,6.172839506172778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-11,2.078816166979678,BULLISH,False,14.848686906997699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-12,0.0,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-13,4.464586816861253,BULLISH,False,2.539401846275635,0.0,0.0,16.094183702576682,0.0,35.70931697321422,0.0,0.0
2006-09-14,5.0926369439891666,BULLISH,False,5.393685623050892,0.0,70.0,0.0,0.0,6.691396785673542,7.382463635297887,0.0
2006-09-15,7.2473039359371025,BULLISH,False,0.0,0.0,70.0,4.025165506247503,21.6159809183065,0.0,32.31017823695663,0.0
2006-09-18,4.97999663123145,BULLISH,False,2.682159434285558,0.0,70.0,0.0,0.0,0.0,22.089886208629437,0.0
2006-09-19,16.569828254718445,BULLISH,False,45.46527699951442,0.0,70.0,58.38022045180306,0.0,0.0,17.333348592122412,0.0
2006-09-20,0.9279141992008881,BULLISH,False,1.563218962579782,0.0,0.0,0.0,0.0,0.0,14.181270888794373,0.0
2006-09-21,37.23490271747186,NEUTRAL,True,33.342584213037696,0.0,0.0,82.74422826104858,0.0,13.200374355863964,21.91477117515901,0.0
2006-09-22,38.08288353245222,NEUTRAL,False,17.73992316529338,0.0,0.0,43.80348984488649,84.62863007211604,52.37714512981495,46.58434933167672,0.0
2006-09-25,5.645024176857399,BULLISH,False,3.9039484167423977,0.0,0.0,0.0,0.0,72.83530569304946,0.0,0.0
2006-09-26,5.583926213991587,BULLISH,False,1.9521973785659563,0.0,0.0,2.159096044486904,0.0,57.6335515580384,0.0,0.0
2006-09-27,9.185190009347805,BULLISH,False,0.19808334310378317,0.0,0.0,10.99148094180818,0.0,68.06564839372697,12.196594984728549,0.0
2006-09-28,5.699159548603541,BULLISH,False,12.982456140350873,0.0,0.0,0.0,0.0,36.38773746001578,8.510243018454378,0.0
2006-09-29,36.384880722646685,NEUTRAL,False,10.53978894638945,0.0,0.0,37.31880139596049,14.392630972941864,80.85529049477041,40.647658460007804,0.0
2006-10-02,35.33048264383123,NEUTRAL,False,13.185605042632709,0.0,58.91815625591323,50.04649880302989,78.51218365295829,48.606540322660706,21.425898687876675,0.0
2006-10-03,11.803000439944151,BULLISH,False,16.020028838607203,0.0,0.0,20.25327607155495,31.76238876464719,57.72902345064307,14.758970768280054,0.0
2006-10-04,2.470266991191758,BULLISH,False,1.246979922953817,0.0,0.0,0.0,0.0,32.795568599688906,0.0,0.0
2006-10-05,7.96105580808003,BULLISH,False,19.24791272674198,0.0,0.0,7.847702726290756,0.0,40.82649079939715,7.358691374106718,0.0
2006-10-06,45.0,CAUTIOUS,True,12.0588914128837,0.0,0.0,25.927560617704515,0.0,70.80485267530968,100.0,0.0
2006-10-09,45.0,CAUTIOUS,False,9.07985900085091,0.0,0.0,0.0,0.0,40.93710697349928,100.0,0.0
2006-10-10,45.0,CAUTIOUS,False,4.4362056515961035,0.0,0.0,9.70428967239349,0.0,47.52701376840807,100.0,0.0
2006-10-11,45.0,CAUTIOUS,False,20.506622836701194,0.0,50.4703309700647,6.621324716928999,0.0,37.43622891236142,100.0,0.0
2006-10-12,6.734680329831367,BULLISH,False,14.022002385800825,0.0,0.0,0.0,0.0,31.890710723296856,40.79262050106199,0.0
2006-10-13,6.293701234553284,BULLISH,False,8.054371602515896,0.0,0.0,0.0,0.0,19.88551036782138,60.36547888146707,0.0
2006-10-16,2.0,BULLISH,False,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
2006-10-17,45.0,CAUTIOUS,True,0.0,0.0,56.34638466950881,100.0,70.91716539292733,8.420077892347111,88.25310377925342,0.0
2006-10-18,41.19896274524573,CAUTIOUS,True,0.0,0.0,0.0,83.4795441582703,50.710914529827434,41.973359086707184,91.5532505449905,0.0
2006-10-19,39.155383367882365,NEUTRAL,False,40.0,0.0,0.0,17.45229390259969,0.0,47.138220732840516,87.01196303973859,0.0
2006-10-20,45.0,CAUTIOUS,True,0.0,0.0,0.0,38.37681544339426,0.0,97.02587952458819,100.0,0.0
2006-10-23,45.0,CAUTIOUS,False,30.516094448758704,0.0,0.0,0.0,0.0,100.0,52.36268416606592,0.0
2006-10-24,45.0,CAUTIOUS,False,44.767283766136856,0.0,0.0,29.920047479409977,0.0,100.0,55.745822076507295,0.0
2006-10-25,45.0,CAUTIOUS,False,8.681903119160573,0.0,0.0,0.0,0.0,100.0,35.642317033493356,0.0
2006-10-26,45.0,CAUTIOUS,False,0.0,0.0,0.0,0.0,0.0,100.0,24.500798843371086,0.0
2006-10-27,45.0,CAUTIOUS,True,0.0,0.0,0.0,80.31236072625823,0.0,100.0,58.06146956063742,0.0
2006-10-30,45.0,CAUTIOUS,False,0.0,0.0,42.01152729065605,0.0,50.15328521564307,100.0,25.785431715023787,0.0
2006-10-31,7.916339892379064,BULLISH,False,0.0,0.0,0.0,0.0,0.0,56.468296507485306,25.127899066420568,0.0
2006-11-01,34.700174892270475,NEUTRAL,False,0.0,0.0,36.66509398736228,66.59256034319202,42.0880491996017,46.6744561207405,67.71467022179226,34.0
